GeneID,ftype,gene,EC_number,product,locus_tag,function,BRO_1_ANAMMOX,BRO_2_ANAMMOX,BRO_1_SP_ELECTRODE,BRO_2_SP_ELECTRODE,,GeneID
PROKKA_22174,CDS,,,3-isopropylmalate(R)-2-methylmalate dehydratase large subunit,BROSI_A1627,,1565,2969,613,570,,PROKKA_22174_CDS___3-isopropylmalate(R)-2-methylmalate dehydratase large subunit_BROSI_A1627_
PROKKA_22175,CDS,,,hypothetical protein,,,135,283,35,51,,PROKKA_22175_CDS___hypothetical protein__
PROKKA_22176,CDS,,,heat shock protease,BROSI_A1625,,1528,2841,944,1016,,PROKKA_22176_CDS___heat shock protease_BROSI_A1625_
PROKKA_22177,CDS,,,threonine synthase,BROSI_A1624,,981,1720,361,366,,PROKKA_22177_CDS___threonine synthase_BROSI_A1624_
PROKKA_22178,CDS,,,hypothetical protein,,,47,87,4,10,,PROKKA_22178_CDS___hypothetical protein__
PROKKA_22179,CDS,,,hypothetical protein,,,1777,3804,946,872,,PROKKA_22179_CDS___hypothetical protein__
PROKKA_22180,CDS,,,tRNA-dihydrouridine synthase,SCALIN_C04_0188,,208,339,53,61,,PROKKA_22180_CDS___tRNA-dihydrouridine synthase_SCALIN_C04_0188_
PROKKA_22181,CDS,,,hypothetical protein,,,85,119,28,53,,PROKKA_22181_CDS___hypothetical protein__
PROKKA_22182,CDS,,,diaminopimelate epimerase,BROSI_A1201,,1209,2064,438,524,,PROKKA_22182_CDS___diaminopimelate epimerase_BROSI_A1201_
PROKKA_22183,CDS,,,Zn-dependent protease with chaperone function,BROSI_A0856,,681,1206,226,244,,PROKKA_22183_CDS___Zn-dependent protease with chaperone function_BROSI_A0856_
PROKKA_22184,CDS,,,hypothetical protein,,,1203,1894,211,397,,PROKKA_22184_CDS___hypothetical protein__
PROKKA_22185,CDS,,,4-amino-4-deoxy-L-arabinose transferase of PMT family,BROSI_A1301,,264,397,60,80,,PROKKA_22185_CDS___4-amino-4-deoxy-L-arabinose transferase of PMT family_BROSI_A1301_
PROKKA_22186,CDS,,,4-amino-4-deoxy-L-arabinose transferase of PMT family,BROSI_A1292,,147,163,19,59,,PROKKA_22186_CDS___4-amino-4-deoxy-L-arabinose transferase of PMT family_BROSI_A1292_
PROKKA_22187,CDS,,,S-isoprenylcysteine methyltransferase-like protein,BROSI_A1291,,89,169,11,13,,PROKKA_22187_CDS___S-isoprenylcysteine methyltransferase-like protein_BROSI_A1291_
PROKKA_22188,CDS,,,SAM-dependent methyltransferase,BROSI_A1290,,116,150,5,11,,PROKKA_22188_CDS___SAM-dependent methyltransferase_BROSI_A1290_
PROKKA_22189,CDS,,,lipid A biosynthesis domain protein,BROSI_A1289,,86,145,6,7,,PROKKA_22189_CDS___lipid A biosynthesis domain protein_BROSI_A1289_
PROKKA_22190,CDS,,,glycosyltransferase family 2 protein,BROSI_A0419,,341,595,77,54,,PROKKA_22190_CDS___glycosyltransferase family 2 protein_BROSI_A0419_
PROKKA_22191,CDS,,,DegT/DnrJ/EryC1/StrS aminotransferase,SCALIN_C10_0037,,297,579,33,40,,PROKKA_22191_CDS___DegT/DnrJ/EryC1/StrS aminotransferase_SCALIN_C10_0037_
PROKKA_22192,CDS,,,dehydrogenase,SCALIN_C20_0033,,215,416,45,52,,PROKKA_22192_CDS___dehydrogenase_SCALIN_C20_0033_
PROKKA_22193,CDS,,,hypothetical protein,,,39,46,12,26,,PROKKA_22193_CDS___hypothetical protein__
PROKKA_22194,CDS,,,hypothetical protein,,,69,126,61,60,,PROKKA_22194_CDS___hypothetical protein__
PROKKA_22195,CDS,,,silver efflux pump,SCALIN_C27_0046,,47,71,42,84,,PROKKA_22195_CDS___silver efflux pump_SCALIN_C27_0046_
PROKKA_22196,CDS,,,membrane-fusion protein,BROSI_A3443,,31,39,17,26,,PROKKA_22196_CDS___membrane-fusion protein_BROSI_A3443_
PROKKA_22197,CDS,,,outer membrane efflux protein,BROSI_A0300,,70,110,68,111,,PROKKA_22197_CDS___outer membrane efflux protein_BROSI_A0300_
PROKKA_22198,CDS,,,heavy metal sensor histidine kinase,BROSI_A1288,,182,276,68,108,,PROKKA_22198_CDS___heavy metal sensor histidine kinase_BROSI_A1288_
PROKKA_22199,CDS,,,two component signal transduction response regulator protein,BROSI_A1287,,636,1171,370,586,,PROKKA_22199_CDS___two component signal transduction response regulator protein_BROSI_A1287_
PROKKA_22200,CDS,,,2-methylthioadenine synthetase,BROSI_A1286,thiolation and methylation of tRNA,450,941,149,169,,PROKKA_22200_CDS___2-methylthioadenine synthetase_BROSI_A1286_thiolation and methylation of tRNA
PROKKA_22201,CDS,,,hypothetical protein,,,718,1392,145,196,,PROKKA_22201_CDS___hypothetical protein__
PROKKA_22202,CDS,,,hypothetical protein,,,216,355,39,45,,PROKKA_22202_CDS___hypothetical protein__
PROKKA_22203,CDS,,,two-component response regulator,BROSI_A1396,,75,92,5,16,,PROKKA_22203_CDS___two-component response regulator_BROSI_A1396_
PROKKA_22204,CDS,,,signal transduction histidine kinase,BROSI_A1395,,111,197,37,56,,PROKKA_22204_CDS___signal transduction histidine kinase_BROSI_A1395_
PROKKA_22205,CDS,,,hypothetical protein,,,51,79,14,50,,PROKKA_22205_CDS___hypothetical protein__
PROKKA_22206,CDS,,,hypothetical protein,,,114,213,23,63,,PROKKA_22206_CDS___hypothetical protein__
PROKKA_22207,CDS,,,TPR repeat-containing protein,BROSI_A1392,,158,338,66,84,,PROKKA_22207_CDS___TPR repeat-containing protein_BROSI_A1392_
PROKKA_22208,CDS,,,glycosyltransferase,BROSI_A1391,,155,263,50,113,,PROKKA_22208_CDS___glycosyltransferase_BROSI_A1391_
PROKKA_22209,CDS,,,hypothetical protein,,,155,269,82,94,,PROKKA_22209_CDS___hypothetical protein__
PROKKA_22210,CDS,,,radical SAM domain-containing protein,BROSI_A1390,,181,243,52,105,,PROKKA_22210_CDS___radical SAM domain-containing protein_BROSI_A1390_
PROKKA_22211,CDS,,,aspartate transaminase,BROSI_A1507,,369,743,177,127,,PROKKA_22211_CDS___aspartate transaminase_BROSI_A1507_
PROKKA_22212,CDS,,,amidophosphoribosyltransferases,BROSI_A1254,,78,135,34,84,,PROKKA_22212_CDS___amidophosphoribosyltransferases_BROSI_A1254_
PROKKA_22213,CDS,,,permease YjgP/YjgQ family protein,BROSI_A1253,,98,162,57,69,,PROKKA_22213_CDS___permease YjgP/YjgQ family protein_BROSI_A1253_
PROKKA_22214,CDS,,,2-amino-4-hydroxy-6- hydroxymethyldihydropteridine,BROSI_A1252,,121,226,52,49,,PROKKA_22214_CDS___2-amino-4-hydroxy-6- hydroxymethyldihydropteridine_BROSI_A1252_
PROKKA_22215,CDS,,,radical SAM domain-containing protein,BROSI_A1251,,1086,1728,505,797,,PROKKA_22215_CDS___radical SAM domain-containing protein_BROSI_A1251_
PROKKA_22216,CDS,,,secretion protein HlyD family protein,BROSI_A1250,,1145,2390,1196,875,,PROKKA_22216_CDS___secretion protein HlyD family protein_BROSI_A1250_
PROKKA_22217,CDS,,,ABC transporter ATP-binding protein,BROSI_A1248,,618,1232,952,798,,PROKKA_22217_CDS___ABC transporter ATP-binding protein_BROSI_A1248_
PROKKA_22218,CDS,,,hypothetical protein,,,763,1421,692,1074,,PROKKA_22218_CDS___hypothetical protein__
PROKKA_22219,CDS,,,rod shape-determining protein,BROSI_A1245,,348,569,199,218,,PROKKA_22219_CDS___rod shape-determining protein_BROSI_A1245_
PROKKA_22220,CDS,,,hypothetical protein,,,20,7,5,5,,PROKKA_22220_CDS___hypothetical protein__
PROKKA_22221,CDS,,,DNA mismatch repair protein,BROSI_A1495,,634,1094,384,539,,PROKKA_22221_CDS___DNA mismatch repair protein_BROSI_A1495_
PROKKA_22222,CDS,,,6-pyruvoyl tetrahydrobiopterin synthase,BROSI_A1496,,345,645,128,301,,PROKKA_22222_CDS___6-pyruvoyl tetrahydrobiopterin synthase_BROSI_A1496_
PROKKA_22223,CDS,,,3-hexulose-6-phosphate synthase / 6-phospho-3-hexuloisomerase,BROSI_A1497,,2915,5949,1806,2084,,PROKKA_22223_CDS___3-hexulose-6-phosphate synthase / 6-phospho-3-hexuloisomerase_BROSI_A1497_
PROKKA_22224,CDS,,,hypothetical protein,,,775,1247,368,737,,PROKKA_22224_CDS___hypothetical protein__
PROKKA_22225,CDS,,,ATP-guanido phosphotransferase,BROSI_A1499,,1199,2109,561,642,,PROKKA_22225_CDS___ATP-guanido phosphotransferase_BROSI_A1499_
PROKKA_22226,CDS,,,ATP-dependent Clp protease ATP-binding subunit,BROSI_A1500,,3941,6878,1840,2865,,PROKKA_22226_CDS___ATP-dependent Clp protease ATP-binding subunit_BROSI_A1500_
PROKKA_22227,CDS,,,DNA repair protein,BROSI_A1501,,262,540,194,165,,PROKKA_22227_CDS___DNA repair protein_BROSI_A1501_
PROKKA_22228,CDS,,,"ABC-type Fe3+-hydroxamate transport system, periplasmic component",SCALIN_C27_0180,,283,416,42,94,,"PROKKA_22228_CDS___ABC-type Fe3+-hydroxamate transport system, periplasmic component_SCALIN_C27_0180_"
PROKKA_22229,CDS,bag,,IgA FC receptor,,,2532,4259,612,682,,PROKKA_22229_CDS_bag__IgA FC receptor__
PROKKA_22230,CDS,,,putative phosphoesterase,BROSI_A2119,,1078,1787,69,99,,PROKKA_22230_CDS___putative phosphoesterase_BROSI_A2119_
PROKKA_22231,CDS,,,hypothetical protein,,,148,246,60,233,,PROKKA_22231_CDS___hypothetical protein__
PROKKA_22232,CDS,,,putative pyruvate-flavodoxin oxidoreductase,BROSI_A0882,,6160,11025,5266,4942,,PROKKA_22232_CDS___putative pyruvate-flavodoxin oxidoreductase_BROSI_A0882_
PROKKA_22233,CDS,,,hypothetical protein,,,312,620,304,252,,PROKKA_22233_CDS___hypothetical protein__
PROKKA_22234,CDS,,,hypothetical protein,,,120,155,76,230,,PROKKA_22234_CDS___hypothetical protein__
PROKKA_22235,CDS,,,metalloprotease,BROSI_A1471,,552,815,235,488,,PROKKA_22235_CDS___metalloprotease_BROSI_A1471_
PROKKA_22236,CDS,,,tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase,BROSI_A1470,,251,368,68,127,,PROKKA_22236_CDS___tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase_BROSI_A1470_
PROKKA_22237,CDS,,,glycolate oxidase subunit GlcD,BROSI_A1467,,236,433,93,140,,PROKKA_22237_CDS___glycolate oxidase subunit GlcD_BROSI_A1467_
PROKKA_22238,CDS,,,aspartate aminotransferase,BROSI_A1466,,198,345,45,98,,PROKKA_22238_CDS___aspartate aminotransferase_BROSI_A1466_
PROKKA_22239,CDS,,,hypothetical protein,,,81,117,14,32,,PROKKA_22239_CDS___hypothetical protein__
PROKKA_22240,CDS,,,hypothetical protein,,,11,35,5,9,,PROKKA_22240_CDS___hypothetical protein__
PROKKA_22241,CDS,,,hydroxylamine oxidoreductase,BROSI_A1461,,4242,8106,1399,1225,,PROKKA_22241_CDS___hydroxylamine oxidoreductase_BROSI_A1461_
PROKKA_22242,CDS,,,hypothetical protein,,,40,36,4,8,,PROKKA_22242_CDS___hypothetical protein__
PROKKA_22243,CDS,,,hypothetical protein,,,140,196,18,30,,PROKKA_22243_CDS___hypothetical protein__
PROKKA_22244,CDS,,,hypothetical protein,,,214,314,21,43,,PROKKA_22244_CDS___hypothetical protein__
PROKKA_22245,CDS,,,Fe-S oxidoreductases,BROSI_A1457,,1413,2465,435,473,,PROKKA_22245_CDS___Fe-S oxidoreductases_BROSI_A1457_
PROKKA_22246,CDS,,,"1-carboxy-3-chloro-3,4-dihydroxycyclohexa-1, 5-diene dehydrogenase",BROSI_A1456,,459,764,62,123,,"PROKKA_22246_CDS___1-carboxy-3-chloro-3,4-dihydroxycyclohexa-1, 5-diene dehydrogenase_BROSI_A1456_"
PROKKA_22247,CDS,,,UDP-N-acetylglucosamine acetyltransferase,BROSI_A1455,,199,298,26,53,,PROKKA_22247_CDS___UDP-N-acetylglucosamine acetyltransferase_BROSI_A1455_
PROKKA_22248,CDS,,,UDP-3-O-acyl-N-acetylglucosamine deacetylase,BROSI_A1454,,621,1200,193,117,,PROKKA_22248_CDS___UDP-3-O-acyl-N-acetylglucosamine deacetylase_BROSI_A1454_
PROKKA_22249,CDS,,,outer membrane protein,SCALIN_C28_0399,,279,357,28,83,,PROKKA_22249_CDS___outer membrane protein_SCALIN_C28_0399_
PROKKA_22250,CDS,,,outer membrane protein,BROSI_A1451,,614,1002,203,327,,PROKKA_22250_CDS___outer membrane protein_BROSI_A1451_
PROKKA_22251,CDS,,,replicative DNA helicase,BROSI_A1450,,722,1161,115,163,,PROKKA_22251_CDS___replicative DNA helicase_BROSI_A1450_
PROKKA_22252,CDS,,,ribosomal protein L9,BROSI_A1449,,261,469,37,67,,PROKKA_22252_CDS___ribosomal protein L9_BROSI_A1449_
PROKKA_22253,CDS,,,single-stranded DNA-binding protein,BROSI_A1447,,88,114,16,18,,PROKKA_22253_CDS___single-stranded DNA-binding protein_BROSI_A1447_
PROKKA_22254,CDS,,,ribosomal subunit protein S6,BROSI_A1446,,80,112,14,11,,PROKKA_22254_CDS___ribosomal subunit protein S6_BROSI_A1446_
PROKKA_22255,CDS,,,peptidyl-tRNA hydrolase PTH1 family,BROSI_A1445,,303,690,105,53,,PROKKA_22255_CDS___peptidyl-tRNA hydrolase PTH1 family_BROSI_A1445_
PROKKA_22256,CDS,,,ribosomal protein L25,BROSI_A1444,,51,88,14,20,,PROKKA_22256_CDS___ribosomal protein L25_BROSI_A1444_
PROKKA_22257,CDS,,,phosphoribosylpyrophosphate synthetase,BROSI_A1443,,257,409,80,76,,PROKKA_22257_CDS___phosphoribosylpyrophosphate synthetase_BROSI_A1443_
PROKKA_22259,CDS,,,dihydroxyacid dehydratase,BROSI_A1440,,1768,3490,772,607,,PROKKA_22259_CDS___dihydroxyacid dehydratase_BROSI_A1440_
PROKKA_22260,CDS,,,AMMECR1 domain-containing protein,BROSI_A1437,,425,821,89,149,,PROKKA_22260_CDS___AMMECR1 domain-containing protein_BROSI_A1437_
PROKKA_22261,CDS,,,AMMECR1 domain-containing protein,BROSI_A1436,,755,1302,61,90,,PROKKA_22261_CDS___AMMECR1 domain-containing protein_BROSI_A1436_
PROKKA_22262,CDS,,,hypothetical protein,,,47,60,6,5,,PROKKA_22262_CDS___hypothetical protein__
PROKKA_22263,CDS,,,anthranilate synthase component I,BROSI_A1434,,251,354,27,55,,PROKKA_22263_CDS___anthranilate synthase component I_BROSI_A1434_
PROKKA_22264,CDS,,,6-phosphogluconolactonase/glucosamine-6- phosphate isomerase/deaminase,SCALIN_C24_0030,,9215,15412,836,964,,PROKKA_22264_CDS___6-phosphogluconolactonase/glucosamine-6- phosphate isomerase/deaminase_SCALIN_C24_0030_
PROKKA_22265,CDS,,,membrane protease subunits,SCALIN_C27_0097,,448,722,57,162,,PROKKA_22265_CDS___membrane protease subunits_SCALIN_C27_0097_
PROKKA_22266,CDS,,,membrane protease subunits,SCALIN_C27_0096,,492,734,59,140,,PROKKA_22266_CDS___membrane protease subunits_SCALIN_C27_0096_
PROKKA_22267,CDS,,,hypothetical protein,,,225,386,59,79,,PROKKA_22267_CDS___hypothetical protein__
PROKKA_22268,CDS,,,chromosome segregation ATPase,SCALIN_C36_0008,,146,241,39,68,,PROKKA_22268_CDS___chromosome segregation ATPase_SCALIN_C36_0008_
PROKKA_22269,CDS,,,D-3-phosphoglycerate dehydrogenase,BROSI_A1426,,511,853,157,199,,PROKKA_22269_CDS___D-3-phosphoglycerate dehydrogenase_BROSI_A1426_
PROKKA_22270,CDS,,,serine/threonine specific protein phosphatase 2,BROSI_A1425,,202,354,93,150,,PROKKA_22270_CDS___serine/threonine specific protein phosphatase 2_BROSI_A1425_
PROKKA_22271,CDS,,,hypothetical protein,,,354,624,259,398,,PROKKA_22271_CDS___hypothetical protein__
PROKKA_22272,CDS,,,chromosome partitioning protein ParB family,BROSI_A1423,,205,354,237,291,,PROKKA_22272_CDS___chromosome partitioning protein ParB family_BROSI_A1423_
PROKKA_22273,CDS,,,transposase,SCALIN_C13_0158,,428,745,816,1127,,PROKKA_22273_CDS___transposase_SCALIN_C13_0158_
PROKKA_22274,tRNA,,,tRNA-Met(cat),,,510,816,194,388,,PROKKA_22274_tRNA___tRNA-Met(cat)__
PROKKA_22275,CDS,,,glycinamide ribonucleotide synthetase,BROSI_A0968,,1556,3030,2186,1942,,PROKKA_22275_CDS___glycinamide ribonucleotide synthetase_BROSI_A0968_
PROKKA_22276,CDS,,,tellurite resistance protein,BROSI_A0969,,428,847,329,345,,PROKKA_22276_CDS___tellurite resistance protein_BROSI_A0969_
PROKKA_22277,CDS,,,ATP-dependent DNA helicase,BROSI_A0970,,692,1171,435,594,,PROKKA_22277_CDS___ATP-dependent DNA helicase_BROSI_A0970_
PROKKA_22278,CDS,,,hypothetical protein,,,10,12,6,7,,PROKKA_22278_CDS___hypothetical protein__
PROKKA_22279,CDS,,,transcriptional regulator,BROSI_A1567,,123,188,23,78,,PROKKA_22279_CDS___transcriptional regulator_BROSI_A1567_
PROKKA_22280,CDS,,,putative signal peptidase protein,BROSI_A1566,,354,662,139,358,,PROKKA_22280_CDS___putative signal peptidase protein_BROSI_A1566_
PROKKA_22281,CDS,,,methionyl-tRNA synthetase,BROSI_A1565,,332,528,67,156,,PROKKA_22281_CDS___methionyl-tRNA synthetase_BROSI_A1565_
PROKKA_22282,CDS,,,hypothetical protein,,,113,148,17,29,,PROKKA_22282_CDS___hypothetical protein__
PROKKA_22283,CDS,,,protein kinase,BROSI_A1563,,106,98,24,31,,PROKKA_22283_CDS___protein kinase_BROSI_A1563_
PROKKA_22284,CDS,,,hypothetical protein,,,95,129,18,29,,PROKKA_22284_CDS___hypothetical protein__
PROKKA_22285,CDS,,,ATPase of the PP-loop superfamily,BROSI_A1560,,413,621,136,280,,PROKKA_22285_CDS___ATPase of the PP-loop superfamily_BROSI_A1560_
PROKKA_22286,CDS,,,hypothetical protein,,,43,37,2,4,,PROKKA_22286_CDS___hypothetical protein__
PROKKA_22287,CDS,,,phosphomannomutase,SCALIN_C38_0014,,387,548,183,333,,PROKKA_22287_CDS___phosphomannomutase_SCALIN_C38_0014_
PROKKA_22288,CDS,,,heat shock protease,BROSI_A1225,,4159,7045,5926,10739,,PROKKA_22288_CDS___heat shock protease_BROSI_A1225_
PROKKA_22289,CDS,,,cysteine sulfinate desulfinasecysteine desulfurase,BROSI_A1226,,690,1205,532,756,,PROKKA_22289_CDS___cysteine sulfinate desulfinasecysteine desulfurase_BROSI_A1226_
PROKKA_22290,CDS,,,Fe-S cluster assembly protein,BROSI_A1227,,159,297,84,128,,PROKKA_22290_CDS___Fe-S cluster assembly protein_BROSI_A1227_
PROKKA_22291,CDS,,,excinuclease ABC subunit A,BROSI_A1230,,428,677,158,231,,PROKKA_22291_CDS___excinuclease ABC subunit A_BROSI_A1230_
PROKKA_22292,CDS,,,leucyl aminopeptidase,BROSI_A1231,,518,861,269,396,,PROKKA_22292_CDS___leucyl aminopeptidase_BROSI_A1231_
PROKKA_22293,CDS,,,hypothetical protein,,,23,85,14,24,,PROKKA_22293_CDS___hypothetical protein__
PROKKA_22294,CDS,,,general secretion pathway protein E,BROSI_A1233,,636,1182,246,378,,PROKKA_22294_CDS___general secretion pathway protein E_BROSI_A1233_
PROKKA_22295,CDS,,,general secretion pathway protein G,BROSI_A1234,,111,174,50,100,,PROKKA_22295_CDS___general secretion pathway protein G_BROSI_A1234_
PROKKA_22296,CDS,,,Tfp pilus assembly protein FimT,SCALIN_C03_0131,,124,230,65,158,,PROKKA_22296_CDS___Tfp pilus assembly protein FimT_SCALIN_C03_0131_
PROKKA_22297,CDS,,,ATPase,BROSI_A1238,DNA replication initiation,129,226,33,107,,PROKKA_22297_CDS___ATPase_BROSI_A1238_DNA replication initiation
PROKKA_22298,CDS,,,DNA polymerase III beta subunit,BROSI_A1239,,100,32,11,100,,PROKKA_22298_CDS___DNA polymerase III beta subunit_BROSI_A1239_
PROKKA_22299,CDS,,,"Zn-ribbon-containing, possibly RNA-binding protein and truncated derivatives",SCALIN_C27_0071,,46,17,2,50,,"PROKKA_22299_CDS___Zn-ribbon-containing, possibly RNA-binding protein and truncated derivatives_SCALIN_C27_0071_"
PROKKA_22300,CDS,,,DNA gyrase subunit B,BROSI_A1241,,1495,2558,934,935,,PROKKA_22300_CDS___DNA gyrase subunit B_BROSI_A1241_
PROKKA_22301,CDS,,,acyl-CoA synthetases,BROSI_A1243,,766,1206,253,509,,PROKKA_22301_CDS___acyl-CoA synthetases_BROSI_A1243_
PROKKA_22302,CDS,,,dTDP-4-dehydrorhamnose reductase,BROSI_A1367,,118,224,35,54,,PROKKA_22302_CDS___dTDP-4-dehydrorhamnose reductase_BROSI_A1367_
PROKKA_22303,CDS,,,lipid-A-disaccharide synthase,BROSI_A1381,,99,165,41,63,,PROKKA_22303_CDS___lipid-A-disaccharide synthase_BROSI_A1381_
PROKKA_22304,CDS,,,regulator of cell morphogenesis and NO signaling,BROSI_A1388,,125,177,21,77,,PROKKA_22304_CDS___regulator of cell morphogenesis and NO signaling_BROSI_A1388_
PROKKA_22305,CDS,,,ATP-dependent protease Lon,BROSI_A1389,,2742,4726,1103,1177,,PROKKA_22305_CDS___ATP-dependent protease Lon_BROSI_A1389_
PROKKA_22306,CDS,,,"dTDP-4-dehydrorhamnose 3,5-epimerase",BROSI_A1366,,146,262,27,58,,"PROKKA_22306_CDS___dTDP-4-dehydrorhamnose 3,5-epimerase_BROSI_A1366_"
PROKKA_22307,CDS,,,glucose-1-phosphate thymidylyltransferase,BROSI_A1365,,109,211,26,41,,PROKKA_22307_CDS___glucose-1-phosphate thymidylyltransferase_BROSI_A1365_
PROKKA_22308,CDS,,,penicillin-binding protein,BROSI_A1364,,580,1033,98,173,,PROKKA_22308_CDS___penicillin-binding protein_BROSI_A1364_
PROKKA_22309,CDS,,,hypothetical protein,,,202,273,103,191,,PROKKA_22309_CDS___hypothetical protein__
PROKKA_22310,CDS,,,rod shape-determining protein,BROSI_A1361,,132,196,20,30,,PROKKA_22310_CDS___rod shape-determining protein_BROSI_A1361_
PROKKA_22311,CDS,,,rod shape-determining protein,BROSI_A1359,,655,1364,166,176,,PROKKA_22311_CDS___rod shape-determining protein_BROSI_A1359_
PROKKA_22312,CDS,,,apolipoprotein N-acyltransferase,BROSI_A1358,,67,60,13,41,,PROKKA_22312_CDS___apolipoprotein N-acyltransferase_BROSI_A1358_
PROKKA_22313,CDS,,,molybdenum cofactor synthesis domain protein,BROSI_A1355,,539,1031,192,206,,PROKKA_22313_CDS___molybdenum cofactor synthesis domain protein_BROSI_A1355_
PROKKA_22314,CDS,,,hypothetical protein,,,280,547,113,155,,PROKKA_22314_CDS___hypothetical protein__
PROKKA_22315,CDS,,,ABC transporter permease protein,BROSI_A1353,,542,878,180,215,,PROKKA_22315_CDS___ABC transporter permease protein_BROSI_A1353_
PROKKA_22316,CDS,,,ABC transporter ATP-binding protein,BROSI_A1352,,439,901,310,200,,PROKKA_22316_CDS___ABC transporter ATP-binding protein_BROSI_A1352_
PROKKA_22317,CDS,,,hypothetical protein,,,304,549,128,155,,PROKKA_22317_CDS___hypothetical protein__
PROKKA_22318,CDS,,,hypothetical protein,,,177,339,44,101,,PROKKA_22318_CDS___hypothetical protein__
PROKKA_22319,CDS,,,nitrogen fixation protein,BROSI_A1349,,548,1039,344,300,,PROKKA_22319_CDS___nitrogen fixation protein_BROSI_A1349_
PROKKA_22320,CDS,,,cysteine desulfurase,BROSI_A1347,,659,1203,422,643,,PROKKA_22320_CDS___cysteine desulfurase_BROSI_A1347_
PROKKA_22321,CDS,,,GTPase,BROSI_A1978,,162,212,36,86,,PROKKA_22321_CDS___GTPase_BROSI_A1978_
PROKKA_22322,CDS,,,glycyl-tRNA synthetase alpha chain,BROSI_A1977,,896,1832,379,280,,PROKKA_22322_CDS___glycyl-tRNA synthetase alpha chain_BROSI_A1977_
PROKKA_22323,CDS,,,chaperone Hsp90 heat shock protein C,BROSI_A1976,,413,643,40,79,,PROKKA_22323_CDS___chaperone Hsp90 heat shock protein C_BROSI_A1976_
PROKKA_22324,CDS,,,sensory response regulator with diguanylate cyclase domain,BROSI_A2154,,1152,2038,514,670,,PROKKA_22324_CDS___sensory response regulator with diguanylate cyclase domain_BROSI_A2154_
PROKKA_22325,CDS,,,site-specific recombinase,BROSI_A2155,,353,596,58,83,,PROKKA_22325_CDS___site-specific recombinase_BROSI_A2155_
PROKKA_22326,CDS,,,hypothetical protein,,,6,11,4,1,,PROKKA_22326_CDS___hypothetical protein__
PROKKA_22327,CDS,,,alpha-1-3-glucosyltransferase,BROSI_A1124,,142,210,23,60,,PROKKA_22327_CDS___alpha-1-3-glucosyltransferase_BROSI_A1124_
PROKKA_22328,CDS,,,serine/threonine protein kinase,BROSI_A3342,,369,741,62,75,,PROKKA_22328_CDS___serine/threonine protein kinase_BROSI_A3342_
